epoch,median_time,median_loss
1,0.07899999618530273,1.3341675948525915
2,0.13300001621246338,1.1892276452374324
3,0.18949997425079346,1.0927093493556184
4,0.25500011444091797,1.072221875909378
5,0.3190000057220459,1.048941411540532
6,0.38499999046325684,1.0230271760920782
7,0.49000000953674316,1.0106575030442793
8,0.562999963760376,0.9717301475795874
9,0.6119999885559082,0.9477658786828301
10,0.6654999256134033,0.9438057113474508
11,0.7225000858306885,0.9390782654551507
12,0.7854999303817749,0.9344485248417925
13,0.846500039100647,0.9115660913380821
14,0.9305000305175781,0.9043899934395834
15,1.0164998769760132,0.9043899934395834
16,1.0709999799728394,0.9006395911110794
17,1.1180000305175781,0.9006395911110794
18,1.1749999523162842,0.8899799966917133
19,1.2394999265670776,0.883031624516444
20,1.3070000410079956,0.883031624516444
21,1.3649998903274536,0.8796283508821621
22,1.4135000705718994,0.8796283508821621
23,1.4665000438690186,0.8779230445978913
24,1.5325000286102295,0.8690215562362504
25,1.589500069618225,0.8671823479117022
26,1.6434998512268066,0.8661371092706835
27,1.691499948501587,0.8661371092706835
28,1.7510000467300415,0.8628989938267955
29,1.7974998950958252,0.8628989938267955
30,1.8535000085830688,0.8622740315184105
31,1.909999966621399,0.8618501359870955
32,1.9644999504089355,0.8613165460913317
33,2.0204999446868896,0.8553227527229417
34,2.0705000162124634,0.8539414714956308
35,2.1155000925064087,0.8506898976409436
36,2.1714999675750732,0.8506898976409436
37,2.2295000553131104,0.8506898976409436
38,2.278499960899353,0.8491273266289208
39,2.3294999599456787,0.8491273266289208
40,2.3809999227523804,0.8491273266289208
41,2.4309998750686646,0.8460123901363288
42,2.4814999103546143,0.8387776042031625
43,2.5325000286102295,0.8387776042031625
44,2.5875000953674316,0.8315634426390001
45,2.6274999380111694,0.8315634426390001
46,2.6799999475479126,0.8283965596274896
47,2.7324999570846558,0.8283965596274896
48,2.778999924659729,0.8249210901654485
49,2.83650004863739,0.8208502351004054
50,2.8855000734329224,0.8208502351004054
51,2.9320000410079956,0.8208502351004054
52,2.979499936103821,0.8188020518546043
53,3.0230000019073486,0.8177797676226435
54,3.0705000162124634,0.8177797676226435
55,3.121999979019165,0.8155688685424081
56,3.1769999265670776,0.8155688685424081
57,3.225499987602234,0.8143333747763591
58,3.278499960899353,0.8143333747763591
59,3.322000026702881,0.8143333747763591
60,3.368499994277954,0.8143333747763591
61,3.421500086784363,0.8100844213530372
62,3.472499966621399,0.8062046219591039
63,3.513000011444092,0.8062046219591039
