epoch,median_time,median_loss
1,0.016000032424926758,21.56238692161389
2,0.026000022888183594,21.144820055051444
3,0.03600001335144043,20.999945554301775
4,0.04699993133544922,20.999945554301775
5,0.05799984931945801,20.930200983919725
6,0.06999993324279785,20.930200983919725
7,0.0820000171661377,20.855297991663505
8,0.09299993515014648,20.822214441873722
9,0.10400009155273438,20.65216444060217
10,0.11500000953674316,20.65216444060217
11,0.12600016593933105,20.65216444060217
12,0.1380000114440918,20.64427351131463
13,0.1510000228881836,20.64427351131463
14,0.16300010681152344,20.468312293865417
15,0.17599999904632568,20.468312293865417
16,0.18900001049041748,20.468312293865417
17,0.20300006866455078,20.468312293865417
18,0.21600008010864258,20.468312293865417
19,0.22900009155273438,20.468312293865417
20,0.24300003051757812,20.468312293865417
21,0.2560000419616699,20.468312293865417
22,0.26999998092651367,20.468312293865417
23,0.2820000648498535,20.468312293865417
24,0.29700005054473877,20.468312293865417
25,0.31100010871887207,20.39000788455783
26,0.3250000476837158,20.326322088788746
27,0.33899998664855957,20.326322088788746
28,0.3540000915527344,20.326322088788746
29,0.3689999580383301,20.326322088788746
30,0.3859999179840088,20.27609290401036
31,0.41300010681152344,20.265801376046618
32,0.45649993419647217,20.265801376046618
33,0.48399996757507324,20.265801376046618
34,0.5085000991821289,20.265801376046618
35,0.5320000648498535,20.265801376046618
36,0.5485000610351562,20.265801376046618
37,0.5610001087188721,20.265801376046618
38,0.5710000991821289,20.265801376046618
39,0.5810000896453857,20.265801376046618
40,0.5899999141693115,20.265801376046618
41,0.5989999771118164,20.218952044953085
42,0.6089999675750732,20.218952044953085
43,0.619499921798706,20.218952044953085
44,0.6299998760223389,20.191395295886867
45,0.6384999752044678,20.191395295886867
46,0.6490000486373901,20.191395295886867
47,0.659000039100647,20.191395295886867
48,0.6710000038146973,20.191395295886867
49,0.6809999942779541,20.191395295886867
50,0.687999963760376,20.191395295886867
51,0.7000000476837158,20.191395295886867
52,0.7105000019073486,20.191395295886867
53,0.7210001945495605,20.191395295886867
54,0.7319999933242798,20.191395295886867
55,0.7425000667572021,20.191395295886867
56,0.755500078201294,20.191395295886867
57,0.7660000324249268,20.191395295886867
58,0.778999924659729,20.191395295886867
59,0.7905001640319824,20.171004786155635
60,0.8014999628067017,20.171004786155635
61,0.811500072479248,20.171004786155635
62,0.8250000476837158,20.170366122301004
63,0.8385000228881836,20.170366122301004
64,0.8510000705718994,20.170366122301004
65,0.8664999008178711,20.170366122301004
66,0.8784999847412109,20.170366122301004
67,0.8910000324249268,20.170366122301004
68,0.9070000648498535,20.170366122301004
69,0.9225000143051147,20.170366122301004
70,0.937999963760376,20.170366122301004
71,0.9519999027252197,20.167661875074437
72,0.9659998416900635,20.167661875074437
73,0.9809999465942383,20.167661875074437
74,0.994999885559082,20.167661875074437
75,1.0115000009536743,20.167661875074437
76,1.0230000019073486,20.167661875074437
77,1.0385000705718994,20.167661875074437
78,1.0520001649856567,20.167661875074437
79,1.064000129699707,20.167661875074437
80,1.0789999961853027,20.167661875074437
81,1.0920000076293945,20.167661875074437
82,1.1084998846054077,20.167661875074437
83,1.121000051498413,20.167661875074437
84,1.1359999179840088,20.167661875074437
85,1.1514999866485596,20.167661875074437
86,1.1600000858306885,20.167661875074437
87,1.1749999523162842,20.167661875074437
88,1.184499979019165,20.167661875074437
89,1.1954998970031738,20.167661875074437
90,1.2039999961853027,20.167661875074437
91,1.2139999866485596,20.167661875074437
92,1.21999990940094,20.167661875074437
